;Unnamed: 0;tanggal_tweet;pengguna;isi_tweet;sentimen;step01;tokens;final_tokens;step02
85;85;2022-10-27 02:33:30+00:00;Hendrikorachman;Napa dlm islam ada makanan diharankam.Dlm pendidikan sex @catwomanizer,agar disaat wanita memberikan mandi kucing k… https://t.co/IteJkiJ695;0;napa dlm islam ada makanan diharankam dlm pendidikan sex user agar disaat wanita memberikan mandi kucing coitejkij695;['napa', 'dlm', 'islam', 'ada', 'makanan', 'diharankam', 'dlm', 'pendidikan', 'sex', 'user', 'agar', 'disaat', 'wanita', 'memberikan', 'mandi', 'kucing', 'coitejkij695'];['napa', 'dlm', 'islam', 'ada', 'makanan', 'diharankam', 'dlm', 'pendidikan', 'sex', 'user', 'agar', 'disaat', 'wanita', 'memberikan', 'mandi', 'kucing', 'coitejkij695'];napa dlm islam ada makanan diharankam dlm pendidikan sex user agar disaat wanita memberikan mandi kucing coitejkij695
86;86;2022-10-26 17:44:24+00:00;yudymarzk;@xcintakiehlx Alhamdulillah sudah sehat kembali. Semangat ✊;0;user alhamdulillah sudah sehat kembali semangat;['user', 'alhamdulillah', 'sudah', 'sehat', 'kembali', 'semangat'];['user', 'alhamdulillah', 'sudah', 'sehat', 'kembali', 'semangat'];user alhamdulillah sudah sehat kembali semangat
87;87;2022-10-26 16:59:09+00:00;Hendrikorachman;Lelaki itu harus maskulin sedikit feminim. Anak 2 pencinta alam sejati seperti itu.Selalu menjaga badam agar sehat,… https://t.co/pT9aTG18kJ;0;lelaki itu harus maskulin sedikit feminim anak number pencinta alam sejati seperti itu selalu menjaga badam agar sehat copt9atg18kj;['lelaki', 'itu', 'harus', 'maskulin', 'sedikit', 'feminim', 'anak', 'number', 'pencinta', 'alam', 'sejati', 'seperti', 'itu', 'selalu', 'menjaga', 'badam', 'agar', 'sehat', 'copt9atg18kj'];['lelaki', 'itu', 'harus', 'maskulin', 'sedikit', 'feminim', 'anak', 'number', 'pencinta', 'alam', 'sejati', 'seperti', 'itu', 'selalu', 'menjaga', 'badam', 'agar', 'sehat', 'copt9atg18kj'];lelaki itu harus maskulin sedikit feminim anak number pencinta alam sejati seperti itu selalu menjaga badam agar sehat copt9atg18kj
88;88;2022-10-26 16:47:49+00:00;Hendrikorachman;Pola makan bagus akan ciptakan badan jadi harum mis berolahraga keluarkan keringat mati agar tdk bau. Beli pakaian… https://t.co/SLhBtuBMmz;0;pola makan bagus akan ciptakan badan jadi harum mis berolahraga keluarkan keringat mati agar tdk bau beli pakaian coslhbtubmmz;['pola', 'makan', 'bagus', 'akan', 'ciptakan', 'badan', 'jadi', 'harum', 'mis', 'berolahraga', 'keluarkan', 'keringat', 'mati', 'agar', 'tdk', 'bau', 'beli', 'pakaian', 'coslhbtubmmz'];['pola', 'makan', 'bagus', 'akan', 'ciptakan', 'badan', 'jadi', 'harum', 'mis', 'berolahraga', 'keluarkan', 'keringat', 'mati', 'agar', 'tdk', 'bau', 'beli', 'pakaian', 'coslhbtubmmz'];pola makan bagus akan ciptakan badan jadi harum mis berolahraga keluarkan keringat mati agar tdk bau beli pakaian coslhbtubmmz
89;89;2022-10-26 13:55:03+00:00;PutriOk28771296;RT @xcintakiehlx: Akhirnya badanku menyerah juga.🤒 https://t.co/1wd0vLDyON;0;rt user akhirnya badanku menyerah juga co1wd0vldyon;['rt', 'user', 'akhirnya', 'badanku', 'menyerah', 'juga', 'co1wd0vldyon'];['rt', 'user', 'akhirnya', 'badanku', 'menyerah', 'juga', 'co1wd0vldyon'];rt user akhirnya badanku menyerah juga co1wd0vldyon
90;90;2022-10-26 13:35:29+00:00;NamakuKanna;@xcintakiehlx  kemarin aku ada baca berita kak cinta sakit, beneran?? Udah gimana kabarnya kak?;0;user kemarin aku ada baca berita kak cinta sakit beneran udah gimana kabarnya kak;['user', 'kemarin', 'aku', 'ada', 'baca', 'berita', 'kak', 'cinta', 'sakit', 'beneran', 'udah', 'gimana', 'kabarnya', 'kak'];['user', 'kemarin', 'aku', 'ada', 'baca', 'berita', 'kak', 'cinta', 'sakit', 'beneran', 'udah', 'gimana', 'kabarnya', 'kak'];user kemarin aku ada baca berita kak cinta sakit beneran udah gimana kabarnya kak
91;91;2022-10-26 13:01:30+00:00;Hendrikorachman;Dijaman sekarang, tdk menampik byk wanita cabtik lebih agresif dibanding lelaki cupu model aku ini.Mungkin merasa n… https://t.co/wm22LEslOC;0;dijaman sekarang tdk menampik byk wanita cabtik lebih agresif dibanding lelaki cupu model aku ini mungkin merasa cowm22lesloc;['dijaman', 'sekarang', 'tdk', 'menampik', 'byk', 'wanita', 'cabtik', 'lebih', 'agresif', 'dibanding', 'lelaki', 'cupu', 'model', 'aku', 'ini', 'mungkin', 'merasa', 'cowm22lesloc'];['dijaman', 'sekarang', 'tdk', 'menampik', 'byk', 'wanita', 'cabtik', 'lebih', 'agresif', 'dibanding', 'lelaki', 'cupu', 'model', 'aku', 'ini', 'mungkin', 'merasa', 'cowm22lesloc'];dijaman sekarang tdk menampik byk wanita cabtik lebih agresif dibanding lelaki cupu model aku ini mungkin merasa cowm22lesloc
92;92;2022-10-26 12:54:26+00:00;Hendrikorachman;Lelaki model aku @catwomanizer , saat lihat wanita menyentuh aku hasrat sex sangat tinggi.Tapi disaat wanitanya sdh… https://t.co/QSIWFsi7nc;0;lelaki model aku user saat lihat wanita menyentuh aku hasrat sex sangat tinggi tapi disaat wanitanya sdh coqsiwfsi7nc;['lelaki', 'model', 'aku', 'user', 'saat', 'lihat', 'wanita', 'menyentuh', 'aku', 'hasrat', 'sex', 'sangat', 'tinggi', 'tapi', 'disaat', 'wanitanya', 'sdh', 'coqsiwfsi7nc'];['lelaki', 'model', 'aku', 'user', 'saat', 'lihat', 'wanita', 'menyentuh', 'aku', 'hasrat', 'sex', 'sangat', 'tinggi', 'tapi', 'disaat', 'wanitanya', 'sdh', 'coqsiwfsi7nc'];lelaki model aku user saat lihat wanita menyentuh aku hasrat sex sangat tinggi tapi disaat wanitanya sdh coqsiwfsi7nc
93;93;2022-10-26 12:49:43+00:00;Hendrikorachman;Mungkin ada rasa nyaman hubungan tdk membosankan  dlm hubungan percintaan libatkan perasaan.Tentu beda dg friends w… https://t.co/RuLfcPhZKC;0;mungkin ada rasa nyaman hubungan tdk membosankan dlm hubungan percintaan libatkan perasaan tentu beda dg friends corulfcphzkc;['mungkin', 'ada', 'rasa', 'nyaman', 'hubungan', 'tdk', 'membosankan', 'dlm', 'hubungan', 'percintaan', 'libatkan', 'perasaan', 'tentu', 'beda', 'dg', 'friends', 'corulfcphzkc'];['mungkin', 'ada', 'rasa', 'nyaman', 'hubungan', 'tdk', 'membosankan', 'dlm', 'hubungan', 'percintaan', 'libatkan', 'perasaan', 'tentu', 'beda', 'dg', 'friends', 'corulfcphzkc'];mungkin ada rasa nyaman hubungan tdk membosankan dlm hubungan percintaan libatkan perasaan tentu beda dg friends corulfcphzkc
94;94;2022-10-26 07:41:04+00:00;Galois_Gen;@vonnycornellya_ Follow ah idola gue nih selain @LunaMaya26 @aurakasih87 @xcintakiehlx dan @irmadarmawangsa;0;user follow ah idola gue nih selain user user user dan user;['user', 'follow', 'ah', 'idola', 'gue', 'nih', 'selain', 'user', 'user', 'user', 'dan', 'user'];['user', 'follow', 'ah', 'idola', 'gue', 'nih', 'selain', 'user', 'user', 'user', 'dan', 'user'];user follow ah idola gue nih selain user user user dan user
95;95;2022-10-26 06:06:10+00:00;Deariy;@a_doni95 @xcintakiehlx Hahaha.. Berat.. Biar saya saja...;1;user user hahaha berat biar saya saja;['user', 'user', 'hahaha', 'berat', 'biar', 'saya', 'saja'];['user', 'user', 'hahaha', 'berat', 'biar', 'saya', 'saja'];user user hahaha berat biar saya saja
96;96;2022-10-26 06:05:36+00:00;Deariy;"RT @a_doni95: @Deariy @xcintakiehlx Kucing Kenapa bukan pria ?
sepertinya banyak pria yg mau dipeluk dan dicium oleh Cinta 

😁";0;rt user user user kucing kenapa bukan pria sepertinya banyak pria yg mau dipeluk dan dicium oleh cinta;['rt', 'user', 'user', 'user', 'kucing', 'kenapa', 'bukan', 'pria', 'sepertinya', 'banyak', 'pria', 'yg', 'mau', 'dipeluk', 'dan', 'dicium', 'oleh', 'cinta'];['rt', 'user', 'user', 'user', 'kucing', 'kenapa', 'bukan', 'pria', 'sepertinya', 'banyak', 'pria', 'yg', 'mau', 'dipeluk', 'dan', 'dicium', 'oleh', 'cinta'];rt user user user kucing kenapa bukan pria sepertinya banyak pria yg mau dipeluk dan dicium oleh cinta
97;97;2022-10-26 06:05:09+00:00;a_doni95;"@Deariy @xcintakiehlx Kucing Kenapa bukan pria ?
sepertinya banyak pria yg mau dipeluk dan dicium oleh Cinta 

😁";0;user user kucing kenapa bukan pria sepertinya banyak pria yg mau dipeluk dan dicium oleh cinta;['user', 'user', 'kucing', 'kenapa', 'bukan', 'pria', 'sepertinya', 'banyak', 'pria', 'yg', 'mau', 'dipeluk', 'dan', 'dicium', 'oleh', 'cinta'];['user', 'user', 'kucing', 'kenapa', 'bukan', 'pria', 'sepertinya', 'banyak', 'pria', 'yg', 'mau', 'dipeluk', 'dan', 'dicium', 'oleh', 'cinta'];user user kucing kenapa bukan pria sepertinya banyak pria yg mau dipeluk dan dicium oleh cinta
98;98;2022-10-26 04:05:52+00:00;Gunawan2751;@xcintakiehlx Sugeng Enjing https://t.co/gtiwEUDyZL;0;user sugeng enjing cogtiweudyzl;['user', 'sugeng', 'enjing', 'cogtiweudyzl'];['user', 'sugeng', 'enjing', 'cogtiweudyzl'];user sugeng enjing cogtiweudyzl
99;99;2022-10-26 04:05:09+00:00;pn7l7h;@Brunowicaksono @xcintakiehlx Fotoin😌;0;user user fotoin;['user', 'user', 'fotoin'];['user', 'user', 'fotoin'];user user fotoin
